Date,Value
2005-11-23,0.038599999999999995
2005-11-22,0.038900000000000004
2005-11-21,0.0392
2005-11-18,0.0393
2005-11-17,0.0393
2005-11-16,0.0392
2005-11-15,0.0391
2005-11-14,0.039
2005-11-10,0.0388
2005-11-09,0.039
2005-11-08,0.0387
2005-11-07,0.038599999999999995
2005-11-04,0.0388
2005-11-03,0.0385
2005-11-02,0.038599999999999995
2005-11-01,0.0388
2005-10-31,0.0384
2005-10-28,0.0383
2005-10-27,0.0382
2005-10-26,0.0385
2005-10-25,0.0384
2005-10-24,0.0381
2005-10-21,0.0377
2005-10-20,0.0378
2005-10-19,0.037599999999999995
2005-10-18,0.038
2005-10-17,0.037200000000000004
2005-10-14,0.037200000000000004
2005-10-13,0.037000000000000005
2005-10-12,0.0366
2005-10-11,0.035699999999999996
2005-10-07,0.0355
2005-10-06,0.0353
2005-10-05,0.0352
2005-10-04,0.035699999999999996
2005-10-03,0.0349
2005-09-30,0.0347
2005-09-29,0.0346
2005-09-28,0.034
2005-09-27,0.0344
2005-09-26,0.0344
2005-09-23,0.0342
2005-09-22,0.034
2005-09-21,0.035
2005-09-20,0.0356
2005-09-19,0.035
2005-09-16,0.0341
2005-09-15,0.0337
2005-09-14,0.0339
2005-09-13,0.0342
2005-09-12,0.0344
2005-09-09,0.0341
2005-09-08,0.034
2005-09-07,0.0342
2005-09-06,0.0342
2005-09-02,0.0339
2005-09-01,0.034300000000000004
2005-08-31,0.0348
2005-08-30,0.0351
2005-08-29,0.0348
2005-08-26,0.0347
2005-08-25,0.0344
2005-08-24,0.034300000000000004
2005-08-23,0.0345
2005-08-22,0.0345
2005-08-19,0.0344
2005-08-18,0.034300000000000004
2005-08-17,0.0345
2005-08-16,0.0346
2005-08-15,0.0344
2005-08-12,0.034300000000000004
2005-08-11,0.0342
2005-08-10,0.0344
2005-08-09,0.0347
2005-08-08,0.0345
2005-08-05,0.0344
2005-08-04,0.0338
2005-08-03,0.0339
2005-08-02,0.0341
2005-08-01,0.0337
2005-07-29,0.0333
2005-07-28,0.0333
2005-07-27,0.0335
2005-07-26,0.0336
2005-07-25,0.0332
2005-07-22,0.0331
2005-07-21,0.0327
2005-07-20,0.032400000000000005
2005-07-19,0.0326
2005-07-18,0.0319
2005-07-15,0.0318
2005-07-14,0.0317
2005-07-13,0.031400000000000004
2005-07-12,0.0313
2005-07-11,0.031200000000000002
2005-07-08,0.031
2005-07-07,0.031
2005-07-06,0.0313
2005-07-05,0.031400000000000004
2005-07-01,0.030899999999999997
2005-06-30,0.030600000000000002
2005-06-29,0.030600000000000002
2005-06-28,0.0308
2005-06-27,0.0305
2005-06-24,0.0301
2005-06-23,0.0301
2005-06-22,0.0297
2005-06-21,0.0296
2005-06-20,0.0294
2005-06-17,0.0291
2005-06-16,0.0296
2005-06-15,0.0297
2005-06-14,0.029900000000000003
2005-06-13,0.0296
2005-06-10,0.0297
2005-06-09,0.0298
2005-06-08,0.0298
2005-06-07,0.0298
2005-06-06,0.029500000000000002
2005-06-03,0.029300000000000003
2005-06-02,0.0294
2005-06-01,0.0291
2005-05-31,0.028900000000000002
2005-05-27,0.028900000000000002
2005-05-26,0.0288
2005-05-25,0.0288
2005-05-24,0.028900000000000002
2005-05-23,0.0285
2005-05-20,0.028300000000000002
2005-05-19,0.028300000000000002
2005-05-18,0.0282
2005-05-17,0.028300000000000002
2005-05-16,0.0275
2005-05-13,0.0279
2005-05-12,0.0285
2005-05-11,0.028300000000000002
2005-05-10,0.028300000000000002
2005-05-09,0.0281
2005-05-06,0.0282
2005-05-05,0.0279
2005-05-04,0.028300000000000002
2005-05-03,0.0287
2005-05-02,0.028399999999999998
2005-04-29,0.028399999999999998
2005-04-28,0.028300000000000002
2005-04-27,0.0285
2005-04-26,0.0287
2005-04-25,0.0286
2005-04-22,0.0286
2005-04-21,0.0282
2005-04-20,0.0287
2005-04-19,0.0285
2005-04-18,0.0282
2005-04-15,0.027200000000000002
2005-04-14,0.0271
2005-04-13,0.027200000000000002
2005-04-12,0.027200000000000002
2005-04-11,0.027200000000000002
2005-04-08,0.027200000000000002
2005-04-07,0.027000000000000003
2005-04-06,0.027000000000000003
2005-04-05,0.0273
2005-04-04,0.0273
2005-04-01,0.0275
2005-03-31,0.0276
2005-03-30,0.0276
2005-03-29,0.0277
2005-03-28,0.0279
2005-03-24,0.0278
2005-03-23,0.0282
2005-03-22,0.027999999999999997
2005-03-21,0.0276
2005-03-18,0.0274
2005-03-17,0.0273
2005-03-16,0.0273
2005-03-15,0.0274
2005-03-14,0.027200000000000002
2005-03-11,0.0269
2005-03-10,0.0269
2005-03-09,0.027000000000000003
2005-03-08,0.0271
2005-03-07,0.027000000000000003
2005-03-04,0.0269
2005-03-03,0.0269
2005-03-02,0.0269
2005-03-01,0.027000000000000003
2005-02-28,0.027000000000000003
2005-02-25,0.026699999999999998
2005-02-24,0.0264
2005-02-23,0.0263
2005-02-22,0.025699999999999997
2005-02-18,0.0256
2005-02-17,0.0254
2005-02-16,0.0253
2005-02-15,0.0254
2005-02-14,0.025
2005-02-11,0.025
2005-02-10,0.024700000000000003
2005-02-09,0.024900000000000002
2005-02-08,0.0248
2005-02-07,0.0245
2005-02-04,0.024399999999999998
2005-02-03,0.0245
2005-02-02,0.024700000000000003
2005-02-01,0.0246
2005-01-31,0.024300000000000002
2005-01-28,0.0242
2005-01-27,0.0239
2005-01-26,0.0239
2005-01-25,0.0236
2005-01-24,0.023
2005-01-21,0.0231
2005-01-20,0.0232
2005-01-19,0.0235
2005-01-18,0.0233
2005-01-14,0.0233
2005-01-13,0.023
2005-01-12,0.0231
2005-01-11,0.0232
2005-01-10,0.022799999999999997
2005-01-07,0.022799999999999997
2005-01-06,0.0227
2005-01-05,0.023
2005-01-04,0.0229
2005-01-03,0.0222
